"date","time","account","text"
"2024-12-10","12:14:56","味噌ラーメン@yuta_mgtorg2024","人間が変わる方法
▶︎時間配分を変える
▶︎場所を変える
▶︎人を変える#mgtorg2024"
"2024-12-10","12:15:37","こんぺい@yu813508346040","先生でも難しいとか苦手とか言ってくれると頑張れる#mgtorg2024"
"2024-12-10","12:16:33","ぽぽ@XcClFOZXcL85543","「得意な人なんていないって」

先生のこの言葉が結構心強いなと思った#mgtorg2024"
"2024-12-10","12:16:41","こんぺい@yu813508346040","異なる意見を楽しむ前提がある人同士だと、対話はしやすい。カフェゼミとか。
日常生活でも、その雰囲気を出せたら変わってきそう#mgtorg2024"
"2024-12-10","12:16:48","味噌ラーメン@yuta_mgtorg2024","マッキンゼーの名前で思い出した今さら#GandN昨日、朝９時からガラガラの映画館で映画を観た！笑#mgtorg2024"
"2024-12-10","12:16:50","まめきち@mamekiti_hamham","茹でガエルシンドローム

居心地のいいところに居続けると気づかないうちに凝り固まってて環境の変化についていけない自分になってる。
変化に対応できる柔軟な状態に心（自分）を保つために自分とは違うタイプの人や違和感のある世界にも飛び込んでみる！
＝越境活動をし続ける！#mgtorg2024pic.x.com/78Ll0asdie"
"2024-12-10","12:17:40","ペパーミント@If8Rywjdt","私は大学に入って、色んな人に出会った気がする。

今まで「スポーツ」とは無縁だったけど、「スポーツに人生を捧げてきた！」みたいな人に出会って、「スポーツ」の見方も変わった。
自分を揺さぶるために、これからも多様な人間とたくさん出会いたい！#mgtorg2024"
"2024-12-10","12:18:39","さとう@i029460965472","３つの要素「でしか」ってところにコンサルっぽさを感じる、個人的には少し大げさでも確信を得られるような表現の方がやってみようかなという気持ちになる#mgtorg2024"
"2024-12-10","12:18:50","ペパーミント@If8Rywjdt","「最も無意味なのは、決意を新たにすることだ」ってどゆこと？！
わからなかった…#mgtorg2024"
"2024-12-10","12:18:55","味噌ラーメン@yuta_mgtorg2024","たしかに、新しい自分に会うためには、ある程度の「我慢」は大事なのかも。
それを「マイナスな我慢」と捉えるか、 成長のための「学び」の期間と捉えるか？#mgtorg2024"
"2024-12-10","12:21:52","ペパーミント@If8Rywjdt","次のテーマ、「ポストイケメンの男性育児」。

めちゃくちゃ気になる🤨!!
今まで、「女性目線」のお話しか聞いたことなかったから男性目線のお話が聞けるかもワクワク#mgtorg2024"
"2024-12-10","18:40:42","長岡 健@TakeruNagaoka","@yuta_mgtorg2024はい、その通りです。だから、アンラーニングは難しい#mgtorg2024"
"2024-12-10","21:23:47","長岡 健@TakeruNagaoka","@If8Rywjdtアリストテレスだね。#mgtorg2024"
"2024-12-10","21:24:36","長岡 健@TakeruNagaoka","@indoornaoutdoorはい、企業の忘年会はそういう意味合いが強いと思います。#mgtorg2024"
